q,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,var_qi,i,Q,var_agg_i
9,38543510374.64836,41536966837.87068,43796524159.98192,40409060763.65407,37966883398.42241,40247911029.40433,32776065399.72233,31415078519.358246,36709528655.11563,30552844619.22813,30873426456.255604,37838114620.95558,35011028445.37793,50488106436.07167,53946820569.77548,55419475161.807556,0.006575905699830494,17,10,0.0004961688402061081
0,36325881121.63317,35367010554.912315,34648551963.32412,34066168670.776745,33625238005.869896,33356504811.50604,33093047873.518967,33038285657.943207,32994524411.310017,33188600381.805786,33605692838.156754,33965979121.02609,34409051381.29568,34995088368.44677,35625752424.1542,36459989119.26972,0.00021275941587854964,18,10,0.00029841848308552487
1,35977546886.70721,35180283829.88051,34377180490.61544,33854981901.022858,33395406484.85893,33174750273.36571,33081617735.486782,33220471262.244984,33173039149.927933,33566123655.53574,33735808211.342957,33935601104.053497,34511526990.58343,35330212456.72524,35924326881.33326,36939674085.74898,0.00022351583669526925,18,10,0.00029841848308552487
2,36693052642.051216,35638322469.10686,34706185668.29707,34169007891.532944,33900781342.646122,33868281948.70363,33408744352.35948,32857347971.328846,33178618131.22459,33403657483.21203,33408525356.694717,33303404303.85579,33690512693.502213,34075901456.89605,34723367278.41216,36187726334.24202,0.00019583420922358446,18,10,0.00029841848308552487
3,36439413773.316376,35448707163.669754,35126121734.251625,34051291516.29715,33329474882.63304,33120382824.24918,32963851585.62606,33496087038.1066,33770568962.82279,33411723705.168648,32599786565.396202,32707238204.530205,33464896817.459934,34732886197.33441,35813926182.75873,36524453460.3463,0.00027233729127001586,18,10,0.00029841848308552487
4,36474009921.08952,36129300362.35866,35732208588.173874,34434444407.09153,33184936484.711372,33371978100.835693,33308886257.536514,33008734577.427372,32480234617.472633,32651574643.150295,33374205477.322437,33608879454.221462,33987230114.797905,34088191363.31721,34907664560.67653,35520622920.43248,0.00025289391716959664,18,10,0.00029841848308552487
5,32855898072.38628,32892623244.24461,33948183820.724167,32205413504.79094,31608554864.93067,30816904909.010868,31541533775.157906,31979371873.78694,32917644831.61035,33486431528.247402,34697348227.69646,36124105337.23709,37867156017.0958,37538034400.569855,37915324677.85602,37136578536.589485,0.0009557632801514415,18,10,0.00029841848308552487
6,36532596623.73545,37112478269.17629,37517667019.952835,33145161218.833614,32763752264.08651,32541399295.444298,30870885319.933704,33623117483.59366,33674795829.20976,33277349120.981956,35876274196.46158,33522146774.169064,33535565472.24842,33439043058.12392,32620425464.339836,34213867902.464115,0.00052515625784828,18,10,0.00029841848308552487
7,30863353661.997032,33107805212.36687,31518191722.56868,33825431891.244015,32610920307.157787,35466826224.484764,34918875704.05911,33755445690.4299,34144837554.362267,33513412732.03253,34533158874.01172,36889889208.40015,36703708644.63218,35680006242.14091,31814451377.148537,32865756155.8825,0.0005113948722848083,18,10,0.00029841848308552487
8,30896909116.59174,29004472460.812157,29499422841.794018,25991420804.54636,24312991346.642124,24935716131.66952,22868405787.770454,23692625072.053097,24320441222.242794,27138477945.48016,26772688308.413948,26786220600.48341,30808996972.63092,34078388206.187653,36257901863.077705,35069453043.76982,0.0039164434355494345,18,10,0.00029841848308552487
9,44563442143.350136,47139028731.60157,49721844920.60729,36734979360.43356,38793388314.8928,40024880627.35382,40765172471.39087,41921232549.9418,35719035541.399506,32283015952.78253,37766810629.08586,33444393716.053726,37323393894.68236,39012666168.441795,39482624416.44436,41522177281.13805,0.00245781440810481,18,10,0.00029841848308552487
0,36107242038.887276,35274264443.96042,34574619175.44183,34139310695.448753,33698416640.919594,33335182253.157787,33022384501.150814,32972602379.390747,33123464927.323616,33317439432.30672,33565170185.00001,33992454855.460358,34396224966.64427,34941369324.30638,35563058948.966286,36422010119.98279,0.00019473866004363056,19,10,0.00037918825996766564
1,35888071619.38596,35277862467.31654,34632711395.4977,34163446279.506027,33599400334.639763,33343274883.03673,33258211897.719788,33151660038.683205,33274722963.145348,33502538951.808903,33669904448.9702,33949554020.644302,33965263601.067955,34556917221.32989,35232400246.86182,36063282497.95354,0.00014432273273602795,19,10,0.00037918825996766564
2,36235022215.03364,35775425389.51589,34654289796.646904,34333536307.623756,33676317551.66095,33296285882.337543,33320116423.687317,33486127011.539413,33753268023.66346,33712230342.24224,33340409316.830185,33428363624.53601,34114167082.436718,34597610923.475075,35185887306.41764,36087943064.105675,0.00016206506078212564,19,10,0.00037918825996766564
3,37694414803.03323,36692449873.603355,35416874055.44696,35226996860.34607,34388401276.55891,34199811187.727325,33775501042.014595,33392267206.148506,33204573969.5515,33135001153.07923,33185774081.05493,33225636905.023502,32658602111.914215,33166706447.586918,33796452687.89859,34354894586.42766,0.0003031880670684724,19,10,0.00037918825996766564
4,36082665800.75882,35035126905.832596,34554431693.52714,34030261256.198574,33842433757.344532,34283653451.37106,33284629815.05719,32453544205.81613,32705892075.37402,33159756852.98494,32602862156.004253,33698290017.580475,34781311499.6709,35600051726.87359,37230142901.22244,38041679939.72589,0.000407106595370664,19,10,0.00037918825996766564
5,38286836319.36075,36933141877.664566,34708567450.93736,34232222562.403194,33693022957.389614,32394760873.129215,31792038247.935753,30221156381.92715,31095975902.463184,31531950075.584988,33029341967.463387,33815756375.447693,34038378910.640728,35097266924.06317,36968244312.11754,36752981344.52109,0.000890329100288918,19,10,0.00037918825996766564
6,43546069812.28581,38985112286.11875,35254522585.53778,35180340308.43587,35825861041.25949,34951564755.97878,33658955059.47144,32318524255.532833,32844686201.037746,34138724242.381237,34410016052.70761,34214393500.647736,34071011064.97551,31976761211.547314,32842992848.23467,35639831262.27322,0.0010868475999293874,19,10,0.00037918825996766564
7,32269355971.139904,33493314213.94226,31656439957.61511,32793400371.019623,32936897432.51608,31359579827.883266,31669480539.02554,31373140258.998283,33170155209.34416,32462648058.078175,33327127048.41485,33682676740.37607,34741813092.05402,38560376592.75449,36918965348.390274,40731620840.600784,0.0010856535887596482,19,10,0.00037918825996766564
8,36895363319.169846,34001373241.07964,33484952197.22551,32226925866.276302,29267331633.156067,29236011506.83136,27725575716.830868,28946972504.650887,26060580002.72919,21633537383.802265,24853831540.744907,22748158134.378677,23403667586.037846,22751870930.841564,25768012274.850677,29191865178.698963,0.0047959718198490875,19,10,0.00037918825996766564
9,46077859804.20067,50712571557.668434,44853623208.61943,39609805462.63326,37100591840.73092,33313800563.540306,33930888628.879738,48211665285.78792,45197725842.99788,48731886660.89458,38249501547.603226,35701606519.54081,33024314216.778427,32848324632.758034,29347418292.628162,30613449775.236717,0.006073071820320619,19,10,0.00037918825996766564
