,ID,ID_degree,center_year,window,bin
74270,542082052,7,2001,3,"(0.76, 1.01]"
74271,542082466,51,2001,3,"(1.51, 1.76]"
74272,542082763,57,2001,3,"(1.51, 1.76]"
74273,542083118,181,2001,3,"(2.01, 2.26]"
74274,542083704,179,2001,3,"(2.01, 2.26]"
74275,542083928,11,2001,3,"(1.01, 1.26]"
74276,542083977,50,2001,3,"(1.51, 1.76]"
74277,542084447,35,2001,3,"(1.51, 1.76]"
74278,542084454,13,2001,3,"(1.01, 1.26]"
74279,542084611,3,2001,3,"(0.26, 0.51]"
74280,542085386,34,2001,3,"(1.51, 1.76]"
74281,542085725,588,2001,3,"(2.76, 3.01]"
74282,542085923,7,2001,3,"(0.76, 1.01]"
74283,542086095,2,2001,3,"(0.26, 0.51]"
74284,542086178,207,2001,3,"(2.26, 2.51]"
74285,542086616,27,2001,3,"(1.26, 1.51]"
74286,542086749,7,2001,3,"(0.76, 1.01]"
74287,542086756,63,2001,3,"(1.76, 2.01]"
74288,542086905,18,2001,3,"(1.01, 1.26]"
74289,542087044,123,2001,3,"(2.01, 2.26]"
74290,542087168,795,2001,3,"(2.76, 3.01]"
74291,542087937,116,2001,3,"(2.01, 2.26]"
74292,542088067,229,2001,3,"(2.26, 2.51]"
74293,542088182,97,2001,3,"(1.76, 2.01]"
74294,542089180,14,2001,3,"(1.01, 1.26]"
74295,542089644,238,2001,3,"(2.26, 2.51]"
74296,542089651,9,2001,3,"(0.76, 1.01]"
74297,542090121,3,2001,3,"(0.26, 0.51]"
74298,542090352,119,2001,3,"(2.01, 2.26]"
74299,542090832,29,2001,3,"(1.26, 1.51]"
74300,542090899,57,2001,3,"(1.51, 1.76]"
74301,542091186,71,2001,3,"(1.76, 2.01]"
74302,542091194,265,2001,3,"(2.26, 2.51]"
74303,542091236,1,2001,3,"(-0.24, 0.01]"
74304,542091434,44,2001,3,"(1.51, 1.76]"
74305,542091699,154,2001,3,"(2.01, 2.26]"
74306,542091897,19,2001,3,"(1.26, 1.51]"
74307,542091939,16,2001,3,"(1.01, 1.26]"
74308,542091996,14,2001,3,"(1.01, 1.26]"
74309,542092051,5,2001,3,"(0.51, 0.76]"
74310,542092788,36,2001,3,"(1.51, 1.76]"
74311,542092846,2,2001,3,"(0.26, 0.51]"
74312,542093158,60,2001,3,"(1.76, 2.01]"
74313,542093166,69,2001,3,"(1.76, 2.01]"
74314,542093703,5,2001,3,"(0.51, 0.76]"
74315,542093810,33,2001,3,"(1.51, 1.76]"
74316,542094065,3,2001,3,"(0.26, 0.51]"
74317,542094727,1,2001,3,"(-0.24, 0.01]"
74318,542094750,259,2001,3,"(2.26, 2.51]"
74319,542094792,5,2001,3,"(0.51, 0.76]"
74320,542094891,2,2001,3,"(0.26, 0.51]"
